wo_id,vin,opened,odometer,complaint,dtc_code,procedure_id,comeback
WO-006105,SUM50V20201099,2024-12-20,20034,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006106,SUM50V20191061,2024-09-16,103678,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006107,SUM50V20201030,2024-12-25,124103,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006108,SUM50V20231058,2023-08-14,49712,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006109,SUM62V20191169,2023-02-19,105779,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006110,SUM62V20231108,2023-06-13,69862,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006111,SUM62V20231127,2024-04-04,128141,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006112,SUM62V20231116,2023-06-04,44003,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006113,SUM62V20201171,2024-07-14,104227,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006114,SUM62V20191119,2024-04-05,135817,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006115,SUM62V20221141,2024-03-19,94180,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006116,SUM62V20191136,2024-04-16,110173,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006117,SUM62V20191199,2023-06-22,118612,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006118,SUM62V20221172,2024-11-25,49856,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006119,SUM62V20191114,2025-03-01,21926,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006120,SUM62V20211164,2023-09-24,126308,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006121,SUM62V20191138,2023-01-13,106074,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006122,SUM62V20191129,2025-11-03,51490,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006123,SUM62V20221156,2024-10-09,107579,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006124,SUM62V20191119,2024-02-23,72001,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006125,SUM62V20221151,2024-11-16,96250,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006126,SUM62V20231190,2025-09-23,108161,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006127,SUM62V20191199,2025-08-10,22974,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006128,SUM62V20211120,2024-02-19,101698,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006129,SUM62V20231159,2025-05-06,63560,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006130,SUM62V20231196,2023-12-17,118637,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006131,SUM62V20231134,2023-11-23,67359,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006132,SUM62V20201124,2023-06-20,31912,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006133,SUM62V20221139,2023-09-21,45616,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006134,SUM62V20191157,2024-01-22,96495,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006135,SUM62V20201133,2023-09-27,41675,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006136,SUM62V20211107,2024-08-16,128606,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006137,SUM62V20191144,2025-08-20,131507,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006138,SUM62V20221131,2025-07-06,95664,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006139,KES15T20190429,2024-08-12,62004,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006140,KES15T20210470,2025-06-10,111525,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006141,KES15T20220423,2024-03-12,100710,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006142,KES15T20190432,2025-07-13,65941,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006143,KES15T20210414,2024-06-18,57124,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006144,KES15T20210486,2023-03-17,54407,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006145,KES15T20210478,2024-02-26,53989,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006146,KES15T20190462,2023-10-03,117773,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006147,KES15T20200405,2023-01-04,74201,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006148,KES15T20190476,2023-07-17,102069,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006149,KES15T20190429,2025-01-15,68557,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006150,KES15T20210424,2024-06-18,84816,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006151,KES15T20230426,2025-01-11,90076,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006152,KES15T20220447,2025-06-15,126225,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006153,KES15T20210448,2024-11-13,44337,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006154,KES15T20220423,2024-08-13,84411,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006155,KES15T20190496,2023-08-10,64580,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006156,KES15T20230428,2023-06-26,58760,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006157,KES15T20200437,2024-10-27,127833,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006158,KES15T20190464,2023-02-19,50169,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006159,KES15T20220411,2023-09-01,79326,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006160,KES15T20190464,2023-02-08,29783,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006161,KES15T20230419,2024-11-19,21348,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006162,KES15T20210427,2023-11-11,84500,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006163,KES15T20190429,2023-12-05,119647,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006164,KES15T20190464,2023-01-22,41770,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006165,KES15T20190479,2023-10-01,134699,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006166,KES15T20230471,2025-01-01,104311,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006167,KES15T20190476,2024-09-10,129583,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006168,KES15T20220402,2024-08-26,23922,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006169,KES15T20230419,2024-06-20,58808,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006170,KES15T20210455,2025-06-28,25382,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006171,KES15T20220423,2023-07-07,104005,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006172,KES15T20230446,2025-05-24,62019,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006173,KES15T20220442,2023-12-04,81019,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006174,KES15T20210441,2025-02-08,52779,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006175,KES20H20230591,2023-02-18,88066,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006176,KES20H20210522,2024-11-06,102479,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006177,KES20H20210532,2023-03-06,126546,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006178,KES20H20210513,2025-07-06,118949,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006179,KES20H20210547,2025-07-01,90786,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006180,KES20H20190551,2025-06-03,35436,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006181,KES20H20190598,2024-08-17,75571,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006182,KES20H20230589,2024-12-11,70813,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006183,KES20H20220506,2025-06-25,50796,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006184,KES20H20190570,2025-12-24,116463,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006185,KES20H20200514,2024-03-11,87180,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006186,KES20H20210529,2023-09-06,123362,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006187,KES20H20200573,2025-03-19,129311,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006188,KES20H20190539,2024-09-17,68332,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006189,KES20H20190598,2025-12-23,120365,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006190,KES20H20230509,2024-12-20,68133,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006191,KES20H20200511,2024-09-26,80989,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006192,KES20H20200524,2025-06-23,60238,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006193,KES20H20220566,2024-08-23,80983,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006194,KES20H20230587,2024-08-06,134743,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006195,KES20H20200514,2025-04-18,125169,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006196,KES20H20210522,2023-11-22,136967,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006197,KES20H20230509,2025-10-06,105722,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006198,KES20H20200511,2023-11-21,106850,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006199,KES20H20200550,2024-06-27,72436,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006200,KES20H20230507,2023-10-14,68775,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006201,VEG2420211513,2023-01-08,84336,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006202,VEG2420191585,2023-11-28,120602,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006203,VEG2420201506,2023-10-25,48815,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006204,VEG2420201587,2023-02-26,85984,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006205,VEG2420201599,2025-03-02,96556,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006206,VEG2420221598,2023-01-20,21278,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006207,VEG2420191552,2023-07-16,38913,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006208,VEG2420201594,2025-05-19,30939,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006209,VEG2420221557,2025-08-18,27413,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006210,VEG2420191503,2025-03-05,129844,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006211,VEG2420211583,2025-07-16,133598,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006212,VEG2420211583,2024-01-13,27522,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006213,VEG2420191508,2023-12-08,104662,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006214,VEG2420191577,2024-08-02,92200,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006215,VEG2420201540,2023-10-09,40687,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006216,VEG2420191548,2025-12-24,27196,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006217,VEG2420231555,2025-01-19,98312,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006218,VEG2420201571,2023-09-08,46135,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006219,VEG2420191515,2023-06-12,53869,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006220,VEG2420191508,2024-07-20,75847,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006221,VEG2420211513,2024-12-05,78748,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006222,VEG2420231556,2024-04-12,134630,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006223,VEG2420231578,2023-10-17,114486,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006224,VEG2420201531,2025-10-18,30411,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006225,VEG2420211513,2024-05-08,119213,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006226,VEG2420211549,2023-01-20,73676,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006227,VEG2420191521,2025-03-19,50324,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006228,VEG2420191527,2024-12-19,93712,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006229,VEG2420201531,2023-12-07,87078,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006230,VEG2420191585,2024-07-23,91062,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006231,VEG2420191522,2023-07-21,84549,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006232,VEGEV120221621,2025-03-13,115004,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006233,VEGEV120191607,2023-06-25,112521,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006234,VEGEV120231647,2024-08-22,39362,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006235,VEGEV120191682,2025-09-07,41246,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006236,VEGEV120191601,2024-05-21,108153,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006237,VEGEV120211649,2023-04-25,107036,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006238,VEGEV120221623,2025-12-27,73083,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006239,VEGEV120211650,2025-11-10,34371,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006240,VEGEV120221611,2023-07-16,47418,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006241,VEGEV120201660,2025-11-28,123519,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006242,VEGEV120201652,2023-03-09,71898,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006243,VEGEV120231698,2024-02-26,100033,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006244,VEGEV120191607,2023-07-25,132112,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,true
WO-006245,VEGEV120201675,2024-12-09,45337,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006246,VEGEV120191676,2025-06-11,106610,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006247,VEGEV120221611,2023-12-07,83628,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006248,VEGEV120231630,2023-06-17,114767,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006249,VEGEV120211658,2025-05-05,42304,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006250,VEGEV120221668,2023-03-05,69076,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006251,VEGEV120221638,2024-08-16,112956,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006252,VEGEV120221645,2024-06-10,136051,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006253,VEGEV120211615,2025-05-18,112071,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006254,VEGEV120201691,2024-06-17,45582,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006255,VEGEV120221689,2024-07-13,48472,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006256,VEGEV120211644,2025-01-15,101041,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006257,VEGEV120201659,2024-03-28,93349,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006258,VEGEV120201646,2023-07-04,122920,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006259,VEGEV120231603,2024-06-08,107009,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006260,VEGEV120201675,2025-07-08,72225,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006261,VEGEV120211661,2024-12-12,57356,Cooling fan 1 control circuit malfunction,P0480,PROC-COOLANT,false
WO-006262,FAL20T20230033,2023-02-13,122667,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006263,FAL20T20190006,2023-03-15,52828,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006264,FAL20T20200081,2025-11-15,96755,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006265,FAL20T20220094,2024-06-25,75108,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006266,FAL20T20210000,2023-06-16,126261,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006267,FAL20T20220014,2024-07-11,131573,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006268,FAL20T20200065,2023-04-17,87408,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006269,FAL20T20200037,2025-01-13,115310,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006270,FAL20T20220080,2024-09-19,54969,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006271,FAL20T20220084,2023-08-27,114685,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006272,FAL20T20210059,2024-03-08,60156,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006273,FAL20T20190018,2024-04-01,60920,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006274,FAL20T20210059,2023-02-22,30165,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006275,FAL20T20210041,2024-04-11,36485,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006276,FAL20T20230042,2024-03-22,77496,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006277,FAL20T20220014,2023-06-21,89884,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006278,FAL20T20190013,2023-05-09,125711,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006279,FAL20T20200034,2024-04-23,71376,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006280,FAL20T20200024,2023-09-11,132021,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006281,FAL20T20190039,2023-01-20,23154,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006282,FAL20T20190051,2024-12-24,40053,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006283,FAL20T20230038,2025-09-15,50688,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006284,FAL20T20190030,2025-11-03,104906,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006285,FAL20T20190051,2023-07-04,116759,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006286,FAL20T20220029,2025-08-07,32274,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006287,FAL20T20230038,2025-10-10,110781,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006288,FAL20T20210000,2025-04-04,71940,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006289,FAL20T20190003,2025-10-12,76415,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006290,FAL1620190109,2024-04-20,114123,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006291,FAL1620200120,2024-09-01,45881,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006292,FAL1620230188,2025-04-26,56835,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006293,FAL1620220110,2024-05-27,27340,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006294,FAL1620190114,2024-08-24,31918,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006295,FAL1620210157,2024-02-03,77268,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006296,FAL1620190101,2025-01-04,134188,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006297,FAL1620200119,2023-11-17,47460,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006298,FAL1620190101,2023-09-11,48526,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006299,FAL1620230153,2023-03-04,57525,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006300,FAL1620220121,2024-06-04,53885,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006301,FAL1620190182,2023-07-13,97503,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006302,FAL1620230128,2023-01-15,99232,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006303,FAL1620210106,2025-11-15,82411,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006304,FAL1620230132,2024-01-12,45722,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006305,FAL1620210149,2023-10-19,72594,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006306,FAL1620230146,2025-10-20,44392,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006307,FAL1620210198,2024-02-05,130188,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006308,FAL1620200143,2023-11-19,64905,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006309,FAL1620190173,2023-06-06,26111,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006310,FAL1620220170,2025-04-14,33314,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006311,FAL1620210154,2023-08-27,111242,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006312,FAL1620230183,2023-08-22,64037,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006313,FAL1620220170,2024-01-22,120265,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006314,FAL1620210135,2024-07-20,91628,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006315,FAL1620190180,2023-08-27,111521,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006316,FAL1620220152,2023-12-09,33101,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006317,FAL1620210133,2023-12-05,134931,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006318,FAL1620230179,2023-03-14,61124,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006319,HER2520210269,2025-09-19,63393,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006320,HER2520220279,2024-12-14,115021,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006321,HER2520190215,2025-02-17,28491,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006322,HER2520220205,2023-08-18,79631,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006323,HER2520200263,2023-09-10,34591,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006324,HER2520190200,2023-12-10,57926,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006325,HER2520220274,2024-06-23,123390,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006326,HER2520210225,2024-03-11,97018,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006327,HER2520190299,2025-04-26,77367,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006328,HER2520220260,2025-04-10,60457,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006329,HER2520190245,2023-07-27,85629,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006330,HER2520210262,2025-07-20,29629,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006331,HER2520230232,2023-12-11,88425,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006332,HER2520220260,2025-02-25,109878,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006333,HER2520210262,2023-02-16,125296,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006334,HER2520190201,2024-04-26,68167,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006335,HER2520230217,2025-06-09,89787,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006336,HER2520190267,2025-10-26,70285,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006337,HER2520210211,2025-09-23,34322,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006338,HER2520220274,2025-07-05,120150,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006339,HER2520190246,2023-06-25,99495,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006340,HER2520200241,2025-05-01,100931,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006341,HER2520210225,2024-02-10,138851,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006342,HER2520230291,2024-11-05,110315,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006343,HER2520200263,2024-01-25,66817,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006344,HER2520200240,2024-11-19,43211,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006345,HER2520210252,2025-11-11,88718,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006346,HER2520200219,2023-02-06,37951,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006347,HER2520200230,2025-02-19,125989,Engine over-temperature condition,P0217,PROC-WATER-PUMP,false
WO-006348,KES15T20200489,2023-08-10,118169,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
WO-006349,KES15T20190422,2023-12-24,67433,Engine over-temperature condition,P0217,PROC-WATER-PUMP,true
